idnotificacao,idalerta,iddestinatario,canal,data_envio,estado_envio,data_confirmacao,mensagem,erro_envio
105,15,7,email_sms,2026-05-08 05:02:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.96%. Precipitação acumulada 6h: 63.38 mm. Precipitação prevista 1h: 43.20 mm. Medidas recomendadas associadas ao nível Vermelho.,
106,15,8,email_sms,2026-05-08 05:10:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.96%. Precipitação acumulada 6h: 63.38 mm. Precipitação prevista 1h: 43.20 mm. Medidas recomendadas associadas ao nível Vermelho.,
107,16,1,email_sms,2026-05-08 05:02:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 79.96%. Precipitação acumulada 6h: 57.28 mm. Precipitação prevista 1h: 3.26 mm. Medidas recomendadas associadas ao nível Laranja.,
108,16,2,email_sms,2026-05-08 05:10:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 79.96%. Precipitação acumulada 6h: 57.28 mm. Precipitação prevista 1h: 3.26 mm. Medidas recomendadas associadas ao nível Laranja.,
109,16,3,email_sms,2026-05-08 05:02:00,confirmada,2026-05-08 05:29:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 79.96%. Precipitação acumulada 6h: 57.28 mm. Precipitação prevista 1h: 3.26 mm. Medidas recomendadas associadas ao nível Laranja.,
110,16,4,email_sms,2026-05-08 05:03:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 79.96%. Precipitação acumulada 6h: 57.28 mm. Precipitação prevista 1h: 3.26 mm. Medidas recomendadas associadas ao nível Laranja.,
111,16,5,email_sms,2026-05-08 05:02:00,confirmada,2026-05-08 05:18:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 79.96%. Precipitação acumulada 6h: 57.28 mm. Precipitação prevista 1h: 3.26 mm. Medidas recomendadas associadas ao nível Laranja.,
112,16,6,email_sms,2026-05-08 05:01:00,confirmada,2026-05-08 05:19:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 79.96%. Precipitação acumulada 6h: 57.28 mm. Precipitação prevista 1h: 3.26 mm. Medidas recomendadas associadas ao nível Laranja.,
113,16,7,email_sms,2026-05-08 05:03:00,confirmada,2026-05-08 05:31:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 79.96%. Precipitação acumulada 6h: 57.28 mm. Precipitação prevista 1h: 3.26 mm. Medidas recomendadas associadas ao nível Laranja.,
114,17,1,email_sms,2026-05-08 05:06:00,confirmada,2026-05-08 05:23:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
115,17,2,email_sms,2026-05-08 05:02:00,enviada,,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
116,17,3,email_sms,2026-05-08 05:06:00,enviada,,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
117,17,4,email_sms,2026-05-08 05:08:00,confirmada,2026-05-08 05:13:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
118,17,5,email_sms,2026-05-08 05:07:00,confirmada,2026-05-08 05:24:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
119,17,6,email_sms,2026-05-08 05:07:00,enviada,,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
120,17,7,email_sms,2026-05-08 05:01:00,confirmada,2026-05-08 05:15:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
121,17,8,email_sms,2026-05-08 05:10:00,enviada,,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 88.73%. Precipitação acumulada 6h: 76.60 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
122,18,1,email_sms,2026-05-08 06:05:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,
123,18,2,email_sms,2026-05-08 06:03:00,confirmada,2026-05-08 06:26:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,
124,18,3,email_sms,2026-05-08 06:10:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,
125,18,4,email_sms,2026-05-08 06:10:00,confirmada,2026-05-08 06:17:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,
126,18,5,email_sms,2026-05-08 06:04:00,falhada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,Erro simulado no envio.
127,18,6,email_sms,2026-05-08 06:05:00,falhada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,Erro simulado no envio.
128,18,7,email_sms,2026-05-08 06:10:00,confirmada,2026-05-08 06:27:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,
129,18,8,email_sms,2026-05-08 06:03:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.44%. Precipitação acumulada 6h: 64.26 mm. Precipitação prevista 1h: 3.16 mm. Medidas recomendadas associadas ao nível Vermelho.,
130,19,1,email_sms,2026-05-08 06:03:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 40.34%. Precipitação acumulada 6h: 10.09 mm. Precipitação prevista 1h: 23.45 mm. Medidas recomendadas associadas ao nível Laranja.,
131,19,2,email_sms,2026-05-08 06:01:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 40.34%. Precipitação acumulada 6h: 10.09 mm. Precipitação prevista 1h: 23.45 mm. Medidas recomendadas associadas ao nível Laranja.,
132,19,3,email_sms,2026-05-08 06:08:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 40.34%. Precipitação acumulada 6h: 10.09 mm. Precipitação prevista 1h: 23.45 mm. Medidas recomendadas associadas ao nível Laranja.,
133,19,4,email_sms,2026-05-08 06:04:00,confirmada,2026-05-08 06:18:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 40.34%. Precipitação acumulada 6h: 10.09 mm. Precipitação prevista 1h: 23.45 mm. Medidas recomendadas associadas ao nível Laranja.,
134,19,5,email_sms,2026-05-08 06:06:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 40.34%. Precipitação acumulada 6h: 10.09 mm. Precipitação prevista 1h: 23.45 mm. Medidas recomendadas associadas ao nível Laranja.,
135,19,6,email_sms,2026-05-08 06:09:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 40.34%. Precipitação acumulada 6h: 10.09 mm. Precipitação prevista 1h: 23.45 mm. Medidas recomendadas associadas ao nível Laranja.,
136,19,7,email_sms,2026-05-08 06:08:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 40.34%. Precipitação acumulada 6h: 10.09 mm. Precipitação prevista 1h: 23.45 mm. Medidas recomendadas associadas ao nível Laranja.,
137,20,1,email,2026-05-08 06:08:00,falhada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 44.82%. Precipitação acumulada 6h: 7.85 mm. Precipitação prevista 1h: 20.43 mm. Medidas recomendadas associadas ao nível Amarelo.,Erro simulado no envio.
138,20,2,email,2026-05-08 06:02:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 44.82%. Precipitação acumulada 6h: 7.85 mm. Precipitação prevista 1h: 20.43 mm. Medidas recomendadas associadas ao nível Amarelo.,
139,20,3,email,2026-05-08 06:06:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 44.82%. Precipitação acumulada 6h: 7.85 mm. Precipitação prevista 1h: 20.43 mm. Medidas recomendadas associadas ao nível Amarelo.,
140,20,4,email,2026-05-08 06:09:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 44.82%. Precipitação acumulada 6h: 7.85 mm. Precipitação prevista 1h: 20.43 mm. Medidas recomendadas associadas ao nível Amarelo.,
141,20,6,email,2026-05-08 06:08:00,confirmada,2026-05-08 06:32:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 44.82%. Precipitação acumulada 6h: 7.85 mm. Precipitação prevista 1h: 20.43 mm. Medidas recomendadas associadas ao nível Amarelo.,
142,21,1,email,2026-05-08 06:04:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 58.15%. Precipitação acumulada 6h: 30.38 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
143,21,2,email,2026-05-08 06:07:00,confirmada,2026-05-08 06:19:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 58.15%. Precipitação acumulada 6h: 30.38 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
144,21,3,email,2026-05-08 06:08:00,confirmada,2026-05-08 06:35:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 58.15%. Precipitação acumulada 6h: 30.38 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
145,21,4,email,2026-05-08 06:08:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 58.15%. Precipitação acumulada 6h: 30.38 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
146,21,6,email,2026-05-08 06:08:00,confirmada,2026-05-08 06:10:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 58.15%. Precipitação acumulada 6h: 30.38 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
147,22,1,email_sms,2026-05-08 07:08:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
148,22,2,email_sms,2026-05-08 07:02:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
149,22,3,email_sms,2026-05-08 07:01:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
150,22,4,email_sms,2026-05-08 07:10:00,confirmada,2026-05-08 07:29:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
151,22,5,email_sms,2026-05-08 07:06:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
152,22,6,email_sms,2026-05-08 07:01:00,confirmada,2026-05-08 07:04:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
153,22,7,email_sms,2026-05-08 07:06:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
154,22,8,email_sms,2026-05-08 07:09:00,confirmada,2026-05-08 07:31:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.41%. Precipitação acumulada 6h: 64.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
155,23,1,email,2026-05-08 07:06:00,falhada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 45.98%. Precipitação acumulada 6h: 14.59 mm. Precipitação prevista 1h: 12.28 mm. Medidas recomendadas associadas ao nível Amarelo.,Erro simulado no envio.
156,23,2,email,2026-05-08 07:10:00,confirmada,2026-05-08 07:13:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 45.98%. Precipitação acumulada 6h: 14.59 mm. Precipitação prevista 1h: 12.28 mm. Medidas recomendadas associadas ao nível Amarelo.,
157,23,3,email,2026-05-08 07:01:00,confirmada,2026-05-08 07:24:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 45.98%. Precipitação acumulada 6h: 14.59 mm. Precipitação prevista 1h: 12.28 mm. Medidas recomendadas associadas ao nível Amarelo.,
158,23,4,email,2026-05-08 07:07:00,confirmada,2026-05-08 07:18:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 45.98%. Precipitação acumulada 6h: 14.59 mm. Precipitação prevista 1h: 12.28 mm. Medidas recomendadas associadas ao nível Amarelo.,
159,23,6,email,2026-05-08 07:06:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 45.98%. Precipitação acumulada 6h: 14.59 mm. Precipitação prevista 1h: 12.28 mm. Medidas recomendadas associadas ao nível Amarelo.,
160,24,1,email,2026-05-08 07:06:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.68%. Precipitação acumulada 6h: 11.07 mm. Precipitação prevista 1h: 17.22 mm. Medidas recomendadas associadas ao nível Amarelo.,
161,24,2,email,2026-05-08 07:08:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.68%. Precipitação acumulada 6h: 11.07 mm. Precipitação prevista 1h: 17.22 mm. Medidas recomendadas associadas ao nível Amarelo.,
162,24,3,email,2026-05-08 07:10:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.68%. Precipitação acumulada 6h: 11.07 mm. Precipitação prevista 1h: 17.22 mm. Medidas recomendadas associadas ao nível Amarelo.,
163,24,4,email,2026-05-08 07:06:00,confirmada,2026-05-08 07:12:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.68%. Precipitação acumulada 6h: 11.07 mm. Precipitação prevista 1h: 17.22 mm. Medidas recomendadas associadas ao nível Amarelo.,
164,24,6,email,2026-05-08 07:03:00,confirmada,2026-05-08 07:11:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.68%. Precipitação acumulada 6h: 11.07 mm. Precipitação prevista 1h: 17.22 mm. Medidas recomendadas associadas ao nível Amarelo.,
165,25,1,email_sms,2026-05-08 07:06:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 58.37%. Precipitação acumulada 6h: 33.67 mm. Precipitação prevista 1h: 19.66 mm. Medidas recomendadas associadas ao nível Laranja.,
166,25,2,email_sms,2026-05-08 07:10:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 58.37%. Precipitação acumulada 6h: 33.67 mm. Precipitação prevista 1h: 19.66 mm. Medidas recomendadas associadas ao nível Laranja.,
167,25,3,email_sms,2026-05-08 07:01:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 58.37%. Precipitação acumulada 6h: 33.67 mm. Precipitação prevista 1h: 19.66 mm. Medidas recomendadas associadas ao nível Laranja.,
168,25,4,email_sms,2026-05-08 07:09:00,confirmada,2026-05-08 07:15:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 58.37%. Precipitação acumulada 6h: 33.67 mm. Precipitação prevista 1h: 19.66 mm. Medidas recomendadas associadas ao nível Laranja.,
169,25,5,email_sms,2026-05-08 07:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 58.37%. Precipitação acumulada 6h: 33.67 mm. Precipitação prevista 1h: 19.66 mm. Medidas recomendadas associadas ao nível Laranja.,
170,25,6,email_sms,2026-05-08 07:07:00,confirmada,2026-05-08 07:21:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 58.37%. Precipitação acumulada 6h: 33.67 mm. Precipitação prevista 1h: 19.66 mm. Medidas recomendadas associadas ao nível Laranja.,
171,25,7,email_sms,2026-05-08 07:01:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 58.37%. Precipitação acumulada 6h: 33.67 mm. Precipitação prevista 1h: 19.66 mm. Medidas recomendadas associadas ao nível Laranja.,
172,26,1,email_sms,2026-05-08 08:07:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 92.52%. Precipitação acumulada 6h: 64.65 mm. Precipitação prevista 1h: 9.90 mm. Medidas recomendadas associadas ao nível Vermelho.,
173,26,2,email_sms,2026-05-08 08:01:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 92.52%. Precipitação acumulada 6h: 64.65 mm. Precipitação prevista 1h: 9.90 mm. Medidas recomendadas associadas ao nível Vermelho.,
174,26,3,email_sms,2026-05-08 08:09:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 92.52%. Precipitação acumulada 6h: 64.65 mm. Precipitação prevista 1h: 9.90 mm. Medidas recomendadas associadas ao nível Vermelho.,
