idalerta_evidencia,idalerta,idleitura_sensor,idprevisao,tipo_variavel,valor_usado,unidade,limiar_aplicado,contribuicao_para_alerta
250,84,1093,,nivel_agua_percentagem,45.41,%,70/85/90%,Leitura máxima de nível de água na área.
251,84,,,precipitacao_acumulada_6h,9.53,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
252,84,,122,precipitacao_prevista_1h,7.91,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
253,85,1105,,nivel_agua_percentagem,47.84,%,70/85/90%,Leitura máxima de nível de água na área.
254,85,,,precipitacao_acumulada_6h,20.67,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
255,85,,123,precipitacao_prevista_1h,32.56,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
256,86,1111,,nivel_agua_percentagem,61.76,%,70/85/90%,Leitura máxima de nível de água na área.
257,86,,,precipitacao_acumulada_6h,35.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
258,86,,124,precipitacao_prevista_1h,0.39,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
259,87,1117,,nivel_agua_percentagem,81.08,%,70/85/90%,Leitura máxima de nível de água na área.
260,87,,,precipitacao_acumulada_6h,51.66,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
261,87,,125,precipitacao_prevista_1h,1.06,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
262,88,1132,,nivel_agua_percentagem,43.15,%,70/85/90%,Leitura máxima de nível de água na área.
263,88,,,precipitacao_acumulada_6h,12.05,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
264,88,,126,precipitacao_prevista_1h,18.14,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
265,89,1141,,nivel_agua_percentagem,51.56,%,70/85/90%,Leitura máxima de nível de água na área.
266,89,,,precipitacao_acumulada_6h,23.01,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
267,89,,127,precipitacao_prevista_1h,10.99,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
268,90,1144,,nivel_agua_percentagem,53.44,%,70/85/90%,Leitura máxima de nível de água na área.
269,90,,,precipitacao_acumulada_6h,35.71,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
270,90,,128,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
271,91,1153,,nivel_agua_percentagem,96.43,%,70/85/90%,Leitura máxima de nível de água na área.
272,91,,,precipitacao_acumulada_6h,73.96,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
273,91,,129,precipitacao_prevista_1h,21.14,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
274,92,1180,,nivel_agua_percentagem,52.46,%,70/85/90%,Leitura máxima de nível de água na área.
275,92,,,precipitacao_acumulada_6h,33.21,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
276,92,,132,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
277,93,1189,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
278,93,,,precipitacao_acumulada_6h,75.58,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
279,93,,133,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
280,94,1204,,nivel_agua_percentagem,44.08,%,70/85/90%,Leitura máxima de nível de água na área.
281,94,,,precipitacao_acumulada_6h,12.87,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
282,94,,134,precipitacao_prevista_1h,12.24,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
283,95,1216,,nivel_agua_percentagem,51.77,%,70/85/90%,Leitura máxima de nível de água na área.
284,95,,,precipitacao_acumulada_6h,31.54,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
285,95,,136,precipitacao_prevista_1h,9.77,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
286,96,1231,,nivel_agua_percentagem,67.61,%,70/85/90%,Leitura máxima de nível de água na área.
287,96,,,precipitacao_acumulada_6h,31.79,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
288,96,,137,precipitacao_prevista_1h,15.6,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
289,97,1258,,nivel_agua_percentagem,44.39,%,70/85/90%,Leitura máxima de nível de água na área.
290,97,,,precipitacao_acumulada_6h,16.16,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
291,97,,140,precipitacao_prevista_1h,10.25,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
292,98,1261,,nivel_agua_percentagem,68.8,%,70/85/90%,Leitura máxima de nível de água na área.
293,98,,,precipitacao_acumulada_6h,35.86,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
294,98,,141,precipitacao_prevista_1h,0.76,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
295,99,1291,,nivel_agua_percentagem,42.25,%,70/85/90%,Leitura máxima de nível de água na área.
296,99,,,precipitacao_acumulada_6h,15.59,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
297,99,,144,precipitacao_prevista_1h,16.54,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
298,100,1303,,nivel_agua_percentagem,65.2,%,70/85/90%,Leitura máxima de nível de água na área.
299,100,,,precipitacao_acumulada_6h,32.53,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
300,100,,145,precipitacao_prevista_1h,16.76,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
301,101,1321,,nivel_agua_percentagem,44.8,%,70/85/90%,Leitura máxima de nível de água na área.
302,101,,,precipitacao_acumulada_6h,15.95,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
303,101,,147,precipitacao_prevista_1h,21.82,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
304,102,1333,,nivel_agua_percentagem,71.83,%,70/85/90%,Leitura máxima de nível de água na área.
305,102,,,precipitacao_acumulada_6h,34.85,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
306,102,,149,precipitacao_prevista_1h,8.47,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
307,103,1342,,nivel_agua_percentagem,50.59,%,70/85/90%,Leitura máxima de nível de água na área.
308,103,,,precipitacao_acumulada_6h,13.84,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
309,103,,150,precipitacao_prevista_1h,13.36,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
310,104,1369,,nivel_agua_percentagem,56.03,%,70/85/90%,Leitura máxima de nível de água na área.
311,104,,,precipitacao_acumulada_6h,15.1,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
312,104,,153,precipitacao_prevista_1h,9.51,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
313,105,1411,,nivel_agua_percentagem,50.28,%,70/85/90%,Leitura máxima de nível de água na área.
314,105,,,precipitacao_acumulada_6h,15.31,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
315,105,,157,precipitacao_prevista_1h,13.11,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
316,106,1429,,nivel_agua_percentagem,42.92,%,70/85/90%,Leitura máxima de nível de água na área.
317,106,,,precipitacao_acumulada_6h,16.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
318,106,,159,precipitacao_prevista_1h,17.52,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
319,107,1453,,nivel_agua_percentagem,53.53,%,70/85/90%,Leitura máxima de nível de água na área.
320,107,,,precipitacao_acumulada_6h,15.27,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
321,107,,162,precipitacao_prevista_1h,18.46,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
322,108,1498,,nivel_agua_percentagem,55.63,%,70/85/90%,Leitura máxima de nível de água na área.
323,108,,,precipitacao_acumulada_6h,27.36,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
324,108,,167,precipitacao_prevista_1h,28.74,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
325,109,1504,,nivel_agua_percentagem,30.32,%,70/85/90%,Leitura máxima de nível de água na área.
326,109,,,precipitacao_acumulada_6h,6.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
327,109,,168,precipitacao_prevista_1h,25.01,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
328,110,1528,,nivel_agua_percentagem,52.37,%,70/85/90%,Leitura máxima de nível de água na área.
329,110,,,precipitacao_acumulada_6h,18.33,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
330,110,,170,precipitacao_prevista_1h,12.43,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
331,111,1537,,nivel_agua_percentagem,54.27,%,70/85/90%,Leitura máxima de nível de água na área.
332,111,,,precipitacao_acumulada_6h,25.99,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
333,111,,171,precipitacao_prevista_1h,12.56,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
334,112,1543,,nivel_agua_percentagem,52.65,%,70/85/90%,Leitura máxima de nível de água na área.
335,112,,,precipitacao_acumulada_6h,32.07,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
336,112,,172,precipitacao_prevista_1h,11.19,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
337,113,1549,,nivel_agua_percentagem,71.73,%,70/85/90%,Leitura máxima de nível de água na área.
338,113,,,precipitacao_acumulada_6h,47.18,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
339,113,,173,precipitacao_prevista_1h,52.87,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
340,114,1570,,nivel_agua_percentagem,54.59,%,70/85/90%,Leitura máxima de nível de água na área.
341,114,,,precipitacao_acumulada_6h,26.85,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
342,114,,175,precipitacao_prevista_1h,15.32,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
343,115,1576,,nivel_agua_percentagem,61.41,%,70/85/90%,Leitura máxima de nível de água na área.
344,115,,,precipitacao_acumulada_6h,32.89,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
345,115,,176,precipitacao_prevista_1h,4.39,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
346,116,1585,,nivel_agua_percentagem,82.6,%,70/85/90%,Leitura máxima de nível de água na área.
347,116,,,precipitacao_acumulada_6h,48.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
348,116,,177,precipitacao_prevista_1h,9.03,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
349,117,1597,,nivel_agua_percentagem,54.61,%,70/85/90%,Leitura máxima de nível de água na área.
350,117,,,precipitacao_acumulada_6h,22.52,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
351,117,,178,precipitacao_prevista_1h,14.18,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
352,118,1615,,nivel_agua_percentagem,52.07,%,70/85/90%,Leitura máxima de nível de água na área.
353,118,,,precipitacao_acumulada_6h,34.44,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
354,118,,180,precipitacao_prevista_1h,5.08,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
355,119,1624,,nivel_agua_percentagem,82.46,%,70/85/90%,Leitura máxima de nível de água na área.
356,119,,,precipitacao_acumulada_6h,48.82,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
357,119,,181,precipitacao_prevista_1h,4.52,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
358,120,1651,,nivel_agua_percentagem,59.06,%,70/85/90%,Leitura máxima de nível de água na área.
359,120,,,precipitacao_acumulada_6h,37.2,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
360,120,,184,precipitacao_prevista_1h,25.51,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
361,121,1663,,nivel_agua_percentagem,80.15,%,70/85/90%,Leitura máxima de nível de água na área.
362,121,,,precipitacao_acumulada_6h,53.38,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
363,121,,185,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
364,122,1666,,nivel_agua_percentagem,60.85,%,70/85/90%,Leitura máxima de nível de água na área.
365,122,,,precipitacao_acumulada_6h,26.96,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
366,122,,186,precipitacao_prevista_1h,17.69,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
367,123,1675,,nivel_agua_percentagem,58.17,%,70/85/90%,Leitura máxima de nível de água na área.
368,123,,,precipitacao_acumulada_6h,24.63,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
369,123,,187,precipitacao_prevista_1h,10.72,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
370,124,1684,,nivel_agua_percentagem,58.41,%,70/85/90%,Leitura máxima de nível de água na área.
371,124,,,precipitacao_acumulada_6h,37.07,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
372,124,,188,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
373,125,1699,,nivel_agua_percentagem,82.9,%,70/85/90%,Leitura máxima de nível de água na área.
374,125,,,precipitacao_acumulada_6h,55.6,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
375,125,,189,precipitacao_prevista_1h,11.78,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
376,126,1723,,nivel_agua_percentagem,64.6,%,70/85/90%,Leitura máxima de nível de água na área.
377,126,,,precipitacao_acumulada_6h,37.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
378,126,,192,precipitacao_prevista_1h,18.38,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
379,127,1735,,nivel_agua_percentagem,84.51,%,70/85/90%,Leitura máxima de nível de água na área.
380,127,,,precipitacao_acumulada_6h,56.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
381,127,,193,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
382,128,1738,,nivel_agua_percentagem,51.82,%,70/85/90%,Leitura máxima de nível de água na área.
383,128,,,precipitacao_acumulada_6h,22.83,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
384,128,,194,precipitacao_prevista_1h,15.35,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
385,129,1762,,nivel_agua_percentagem,42.91,%,70/85/90%,Leitura máxima de nível de água na área.
386,129,,,precipitacao_acumulada_6h,12.33,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
387,129,,196,precipitacao_prevista_1h,17.85,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
388,130,1771,,nivel_agua_percentagem,64.24,%,70/85/90%,Leitura máxima de nível de água na área.
389,130,,,precipitacao_acumulada_6h,26.36,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
390,130,,197,precipitacao_prevista_1h,14.03,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
391,131,1789,,nivel_agua_percentagem,50.31,%,70/85/90%,Leitura máxima de nível de água na área.
392,131,,,precipitacao_acumulada_6h,15.93,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
393,131,,199,precipitacao_prevista_1h,15.15,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
394,132,1792,,nivel_agua_percentagem,36.54,%,70/85/90%,Leitura máxima de nível de água na área.
395,132,,,precipitacao_acumulada_6h,13.55,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
396,132,,200,precipitacao_prevista_1h,20.08,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
397,133,1807,,nivel_agua_percentagem,57.76,%,70/85/90%,Leitura máxima de nível de água na área.
398,133,,,precipitacao_acumulada_6h,21.09,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
399,133,,201,precipitacao_prevista_1h,13.1,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
400,134,1822,,nivel_agua_percentagem,45.58,%,70/85/90%,Leitura máxima de nível de água na área.
401,134,,,precipitacao_acumulada_6h,19.16,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
402,134,,203,precipitacao_prevista_1h,26.37,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
403,135,1831,,nivel_agua_percentagem,30.07,%,70/85/90%,Leitura máxima de nível de água na área.
404,135,,,precipitacao_acumulada_6h,11.2,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
405,135,,204,precipitacao_prevista_1h,10.86,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
406,136,1843,,nivel_agua_percentagem,58.11,%,70/85/90%,Leitura máxima de nível de água na área.
407,136,,,precipitacao_acumulada_6h,21.53,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
408,136,,205,precipitacao_prevista_1h,14.68,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
409,137,1870,,nivel_agua_percentagem,36.76,%,70/85/90%,Leitura máxima de nível de água na área.
410,137,,,precipitacao_acumulada_6h,10.01,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
