idalerta,idplano_acao,estado,responsavel,data_inicio,data_conclusao,observacoes
124,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
124,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
124,4,em_execucao,Operador Municipal,2026-05-09 22:25:00,,
125,3,em_execucao,Operador Municipal,2026-05-09 23:30:00,,
125,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
125,6,concluido,Operador Municipal,2026-05-09 23:30:00,2026-05-10 00:29:00,
126,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
126,5,em_execucao,Operador Municipal,2026-05-09 23:10:00,,
126,6,concluido,Operador Municipal,2026-05-09 23:24:00,2026-05-10 00:01:00,
127,3,concluido,Operador Municipal,2026-05-10 00:24:00,2026-05-10 03:22:00,
127,5,concluido,Operador Municipal,2026-05-10 00:28:00,2026-05-10 02:55:00,
127,6,concluido,Operador Municipal,2026-05-10 00:20:00,2026-05-10 02:28:00,
128,1,concluido,Operador Municipal,2026-05-10 00:05:00,2026-05-10 03:01:00,
128,3,em_execucao,Operador Municipal,2026-05-10 00:22:00,,
128,4,concluido,Operador Municipal,2026-05-10 00:13:00,2026-05-10 02:04:00,
129,1,concluido,Operador Municipal,2026-05-10 00:20:00,2026-05-10 01:05:00,
129,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
129,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
130,1,concluido,Operador Municipal,2026-05-10 01:28:00,2026-05-10 02:16:00,
130,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
130,4,concluido,Operador Municipal,2026-05-10 01:06:00,2026-05-10 02:02:00,
131,1,concluido,Operador Municipal,2026-05-10 01:13:00,2026-05-10 03:44:00,
131,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
131,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
132,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
132,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
132,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
133,1,em_execucao,Operador Municipal,2026-05-10 02:06:00,,
133,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
133,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
134,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
134,5,concluido,Operador Municipal,2026-05-10 02:19:00,2026-05-10 04:56:00,
134,6,concluido,Operador Municipal,2026-05-10 02:22:00,2026-05-10 05:18:00,
135,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
135,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
135,4,em_execucao,Operador Municipal,2026-05-10 02:28:00,,
136,1,concluido,Operador Municipal,2026-05-10 03:06:00,2026-05-10 04:07:00,
136,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
136,4,em_execucao,Operador Municipal,2026-05-10 03:30:00,,
137,3,em_execucao,Operador Municipal,2026-05-10 03:14:00,,
137,5,concluido,Operador Municipal,2026-05-10 03:27:00,2026-05-10 04:42:00,
137,6,concluido,Operador Municipal,2026-05-10 03:15:00,2026-05-10 04:27:00,
138,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
138,3,concluido,Operador Municipal,2026-05-10 04:16:00,2026-05-10 06:17:00,
138,4,concluido,Operador Municipal,2026-05-10 04:14:00,2026-05-10 04:55:00,
139,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
139,5,concluido,Operador Municipal,2026-05-10 04:12:00,2026-05-10 05:17:00,
139,6,em_execucao,Operador Municipal,2026-05-10 04:09:00,,
140,3,concluido,Operador Municipal,2026-05-10 05:22:00,2026-05-10 07:24:00,
140,5,concluido,Operador Municipal,2026-05-10 05:09:00,2026-05-10 06:46:00,
140,6,em_execucao,Operador Municipal,2026-05-10 05:09:00,,
141,1,em_execucao,Operador Municipal,2026-05-10 05:26:00,,
141,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
141,4,em_execucao,Operador Municipal,2026-05-10 05:11:00,,
142,3,concluido,Operador Municipal,2026-05-10 06:05:00,2026-05-10 08:14:00,
142,5,concluido,Operador Municipal,2026-05-10 06:11:00,2026-05-10 09:10:00,
142,6,concluido,Operador Municipal,2026-05-10 06:07:00,2026-05-10 07:12:00,
143,3,concluido,Operador Municipal,2026-05-10 06:20:00,2026-05-10 08:23:00,
143,5,em_execucao,Operador Municipal,2026-05-10 06:17:00,,
143,6,em_execucao,Operador Municipal,2026-05-10 06:08:00,,
144,5,concluido,Operador Municipal,2026-05-10 07:13:00,2026-05-10 09:53:00,
144,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
144,7,concluido,Operador Municipal,2026-05-10 07:16:00,2026-05-10 08:17:00,
144,8,em_execucao,Operador Municipal,2026-05-10 07:24:00,,
145,3,concluido,Operador Municipal,2026-05-10 07:16:00,2026-05-10 09:54:00,
145,5,concluido,Operador Municipal,2026-05-10 07:20:00,2026-05-10 09:52:00,
145,6,em_execucao,Operador Municipal,2026-05-10 07:14:00,,
146,3,concluido,Operador Municipal,2026-05-10 07:27:00,2026-05-10 09:20:00,
146,5,concluido,Operador Municipal,2026-05-10 07:28:00,2026-05-10 08:42:00,
146,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
147,1,em_execucao,Operador Municipal,2026-05-10 07:12:00,,
147,2,pendente,Operador Municipal,,,Ação ainda não iniciada.
148,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
148,5,em_execucao,Operador Municipal,2026-05-10 08:12:00,,
148,6,em_execucao,Operador Municipal,2026-05-10 08:10:00,,
149,3,concluido,Operador Municipal,2026-05-10 08:15:00,2026-05-10 08:49:00,
149,5,concluido,Operador Municipal,2026-05-10 08:27:00,2026-05-10 10:54:00,
149,6,em_execucao,Operador Municipal,2026-05-10 08:06:00,,
150,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
150,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
150,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
151,3,concluido,Operador Municipal,2026-05-10 09:19:00,2026-05-10 09:53:00,
151,5,concluido,Operador Municipal,2026-05-10 09:13:00,2026-05-10 09:48:00,
151,6,concluido,Operador Municipal,2026-05-10 09:12:00,2026-05-10 11:28:00,
152,3,em_execucao,Operador Municipal,2026-05-10 09:30:00,,
152,5,concluido,Operador Municipal,2026-05-10 09:08:00,2026-05-10 10:34:00,
152,6,em_execucao,Operador Municipal,2026-05-10 09:08:00,,
153,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
153,2,concluido,Operador Municipal,2026-05-10 09:15:00,2026-05-10 10:29:00,
154,1,concluido,Operador Municipal,2026-05-10 09:12:00,2026-05-10 09:45:00,
154,3,em_execucao,Operador Municipal,2026-05-10 09:12:00,,
154,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
155,5,em_execucao,Operador Municipal,2026-05-10 10:15:00,,
155,6,em_execucao,Operador Municipal,2026-05-10 10:30:00,,
155,7,em_execucao,Operador Municipal,2026-05-10 10:13:00,,
155,8,concluido,Operador Municipal,2026-05-10 10:30:00,2026-05-10 13:02:00,
156,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
156,3,concluido,Operador Municipal,2026-05-10 10:24:00,2026-05-10 11:36:00,
156,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
157,1,concluido,Operador Municipal,2026-05-10 10:27:00,2026-05-10 12:59:00,
157,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
157,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
158,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
158,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
158,4,em_execucao,Operador Municipal,2026-05-10 10:14:00,,
159,5,em_execucao,Operador Municipal,2026-05-10 11:05:00,,
159,6,concluido,Operador Municipal,2026-05-10 11:05:00,2026-05-10 12:00:00,
159,7,concluido,Operador Municipal,2026-05-10 11:25:00,2026-05-10 12:02:00,
159,8,concluido,Operador Municipal,2026-05-10 11:11:00,2026-05-10 13:52:00,
160,1,concluido,Operador Municipal,2026-05-10 11:06:00,2026-05-10 14:03:00,
160,3,em_execucao,Operador Municipal,2026-05-10 11:27:00,,
160,4,concluido,Operador Municipal,2026-05-10 11:15:00,2026-05-10 12:06:00,
161,1,em_execucao,Operador Municipal,2026-05-10 11:23:00,,
161,2,pendente,Operador Municipal,,,Ação ainda não iniciada.
162,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
162,3,em_execucao,Operador Municipal,2026-05-10 11:29:00,,
162,4,em_execucao,Operador Municipal,2026-05-10 11:18:00,,
163,5,em_execucao,Operador Municipal,2026-05-10 12:14:00,,
163,6,concluido,Operador Municipal,2026-05-10 12:10:00,2026-05-10 14:43:00,
163,7,concluido,Operador Municipal,2026-05-10 12:15:00,2026-05-10 12:55:00,
163,8,em_execucao,Operador Municipal,2026-05-10 12:09:00,,
164,1,em_execucao,Operador Municipal,2026-05-10 12:07:00,,
164,3,em_execucao,Operador Municipal,2026-05-10 12:22:00,,
164,4,em_execucao,Operador Municipal,2026-05-10 12:17:00,,
165,1,em_execucao,Operador Municipal,2026-05-10 12:05:00,,
165,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
165,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
166,1,em_execucao,Operador Municipal,2026-05-10 13:15:00,,
166,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
166,4,em_execucao,Operador Municipal,2026-05-10 13:10:00,,
167,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
167,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
167,4,em_execucao,Operador Municipal,2026-05-10 14:20:00,,
168,3,em_execucao,Operador Municipal,2026-05-10 15:09:00,,
168,5,em_execucao,Operador Municipal,2026-05-10 15:26:00,,
168,6,em_execucao,Operador Municipal,2026-05-10 15:17:00,,
169,3,concluido,Operador Municipal,2026-05-10 15:28:00,2026-05-10 16:41:00,
169,5,em_execucao,Operador Municipal,2026-05-10 15:15:00,,
169,6,em_execucao,Operador Municipal,2026-05-10 15:27:00,,
170,3,em_execucao,Operador Municipal,2026-05-10 15:24:00,,
170,5,em_execucao,Operador Municipal,2026-05-10 15:21:00,,
170,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
171,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
171,5,concluido,Operador Municipal,2026-05-10 15:10:00,2026-05-10 17:58:00,
171,6,em_execucao,Operador Municipal,2026-05-10 15:21:00,,
172,3,concluido,Operador Municipal,2026-05-10 16:22:00,2026-05-10 17:32:00,
172,5,concluido,Operador Municipal,2026-05-10 16:22:00,2026-05-10 18:53:00,
172,6,em_execucao,Operador Municipal,2026-05-10 16:22:00,,
173,3,concluido,Operador Municipal,2026-05-10 16:30:00,2026-05-10 17:07:00,
173,5,em_execucao,Operador Municipal,2026-05-10 16:25:00,,
173,6,em_execucao,Operador Municipal,2026-05-10 16:26:00,,
174,3,concluido,Operador Municipal,2026-05-10 17:10:00,2026-05-10 18:13:00,
174,5,concluido,Operador Municipal,2026-05-10 17:05:00,2026-05-10 19:48:00,
174,6,concluido,Operador Municipal,2026-05-10 17:21:00,2026-05-10 18:12:00,
175,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
175,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
175,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
176,1,concluido,Operador Municipal,2026-05-10 17:09:00,2026-05-10 19:10:00,
176,3,em_execucao,Operador Municipal,2026-05-10 17:12:00,,
176,4,concluido,Operador Municipal,2026-05-10 17:26:00,2026-05-10 19:46:00,
177,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
177,5,concluido,Operador Municipal,2026-05-10 18:16:00,2026-05-10 19:33:00,
177,6,em_execucao,Operador Municipal,2026-05-10 18:15:00,,
178,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
178,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
178,4,em_execucao,Operador Municipal,2026-05-10 18:11:00,,
179,3,concluido,Operador Municipal,2026-05-10 18:14:00,2026-05-10 18:47:00,
179,5,concluido,Operador Municipal,2026-05-10 18:19:00,2026-05-10 21:11:00,
179,6,concluido,Operador Municipal,2026-05-10 18:26:00,2026-05-10 20:48:00,
180,3,em_execucao,Operador Municipal,2026-05-10 19:17:00,,
180,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
180,6,concluido,Operador Municipal,2026-05-10 19:21:00,2026-05-10 20:10:00,
181,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
181,5,concluido,Operador Municipal,2026-05-10 19:18:00,2026-05-10 21:41:00,
181,6,em_execucao,Operador Municipal,2026-05-10 19:30:00,,
182,3,concluido,Operador Municipal,2026-05-10 20:30:00,2026-05-10 22:18:00,
182,5,em_execucao,Operador Municipal,2026-05-10 20:25:00,,
182,6,em_execucao,Operador Municipal,2026-05-10 20:11:00,,
183,5,concluido,Operador Municipal,2026-05-10 20:30:00,2026-05-10 21:27:00,
183,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
183,7,concluido,Operador Municipal,2026-05-10 20:13:00,2026-05-10 21:03:00,
183,8,concluido,Operador Municipal,2026-05-10 20:15:00,2026-05-10 22:16:00,
184,3,em_execucao,Operador Municipal,2026-05-10 20:21:00,,
184,5,concluido,Operador Municipal,2026-05-10 20:28:00,2026-05-10 23:21:00,
184,6,em_execucao,Operador Municipal,2026-05-10 20:27:00,,
185,5,em_execucao,Operador Municipal,2026-05-10 21:24:00,,
185,6,em_execucao,Operador Municipal,2026-05-10 21:23:00,,
185,7,concluido,Operador Municipal,2026-05-10 21:22:00,2026-05-11 00:22:00,
185,8,concluido,Operador Municipal,2026-05-10 21:30:00,2026-05-10 22:53:00,
186,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
186,3,concluido,Operador Municipal,2026-05-10 21:20:00,2026-05-10 21:57:00,
186,4,concluido,Operador Municipal,2026-05-10 21:05:00,2026-05-10 23:45:00,
187,3,em_execucao,Operador Municipal,2026-05-10 21:13:00,,
187,5,em_execucao,Operador Municipal,2026-05-10 21:08:00,,
187,6,em_execucao,Operador Municipal,2026-05-10 21:29:00,,
188,3,concluido,Operador Municipal,2026-05-10 22:05:00,2026-05-11 00:14:00,
188,5,concluido,Operador Municipal,2026-05-10 22:16:00,2026-05-10 23:03:00,
188,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
189,5,em_execucao,Operador Municipal,2026-05-10 22:25:00,,
189,6,em_execucao,Operador Municipal,2026-05-10 22:10:00,,
189,7,em_execucao,Operador Municipal,2026-05-10 22:16:00,,
189,8,em_execucao,Operador Municipal,2026-05-10 22:21:00,,
190,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
190,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
190,4,concluido,Operador Municipal,2026-05-10 22:16:00,2026-05-11 00:41:00,
191,1,em_execucao,Operador Municipal,2026-05-10 22:15:00,,
191,3,concluido,Operador Municipal,2026-05-10 22:12:00,2026-05-10 23:03:00,
191,4,concluido,Operador Municipal,2026-05-10 22:07:00,2026-05-10 22:51:00,
192,1,em_execucao,Operador Municipal,2026-05-10 23:30:00,,
192,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
192,4,concluido,Operador Municipal,2026-05-10 23:13:00,2026-05-11 00:20:00,
193,5,em_execucao,Operador Municipal,2026-05-10 23:21:00,,
193,6,em_execucao,Operador Municipal,2026-05-10 23:11:00,,
193,7,em_execucao,Operador Municipal,2026-05-10 23:05:00,,
193,8,concluido,Operador Municipal,2026-05-10 23:30:00,2026-05-11 01:31:00,
194,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
194,5,concluido,Operador Municipal,2026-05-10 23:06:00,2026-05-11 01:52:00,
194,6,concluido,Operador Municipal,2026-05-10 23:23:00,2026-05-11 00:58:00,
195,1,em_execucao,Operador Municipal,2026-05-11 00:09:00,,
195,3,em_execucao,Operador Municipal,2026-05-11 00:20:00,,
195,4,concluido,Operador Municipal,2026-05-11 00:05:00,2026-05-11 03:05:00,
196,5,concluido,Operador Municipal,2026-05-11 00:26:00,2026-05-11 01:12:00,
196,6,em_execucao,Operador Municipal,2026-05-11 00:25:00,,
196,7,em_execucao,Operador Municipal,2026-05-11 00:06:00,,
196,8,em_execucao,Operador Municipal,2026-05-11 00:09:00,,
197,3,em_execucao,Operador Municipal,2026-05-11 00:24:00,,
197,5,em_execucao,Operador Municipal,2026-05-11 00:10:00,,
197,6,concluido,Operador Municipal,2026-05-11 00:15:00,2026-05-11 03:05:00,
198,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
198,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
198,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
199,3,em_execucao,Operador Municipal,2026-05-11 01:06:00,,
199,5,concluido,Operador Municipal,2026-05-11 01:22:00,2026-05-11 02:01:00,
199,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
200,5,em_execucao,Operador Municipal,2026-05-11 01:24:00,,
200,6,em_execucao,Operador Municipal,2026-05-11 01:22:00,,
200,7,concluido,Operador Municipal,2026-05-11 01:26:00,2026-05-11 04:06:00,
200,8,em_execucao,Operador Municipal,2026-05-11 01:25:00,,
201,3,concluido,Operador Municipal,2026-05-11 01:10:00,2026-05-11 03:06:00,
201,5,concluido,Operador Municipal,2026-05-11 01:28:00,2026-05-11 03:53:00,
201,6,concluido,Operador Municipal,2026-05-11 01:09:00,2026-05-11 02:17:00,
202,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
202,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
202,4,em_execucao,Operador Municipal,2026-05-11 02:13:00,,
203,3,concluido,Operador Municipal,2026-05-11 02:26:00,2026-05-11 04:12:00,
203,5,concluido,Operador Municipal,2026-05-11 02:06:00,2026-05-11 04:43:00,
203,6,em_execucao,Operador Municipal,2026-05-11 02:11:00,,
204,3,em_execucao,Operador Municipal,2026-05-11 03:11:00,,
204,5,em_execucao,Operador Municipal,2026-05-11 03:22:00,,
204,6,concluido,Operador Municipal,2026-05-11 03:08:00,2026-05-11 05:35:00,
205,3,em_execucao,Operador Municipal,2026-05-11 03:10:00,,
205,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
205,6,em_execucao,Operador Municipal,2026-05-11 03:24:00,,
206,3,em_execucao,Operador Municipal,2026-05-11 04:05:00,,
206,5,concluido,Operador Municipal,2026-05-11 04:21:00,2026-05-11 06:42:00,
206,6,em_execucao,Operador Municipal,2026-05-11 04:22:00,,
207,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
207,3,concluido,Operador Municipal,2026-05-11 04:19:00,2026-05-11 06:11:00,
207,4,concluido,Operador Municipal,2026-05-11 04:13:00,2026-05-11 05:41:00,
208,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
208,5,concluido,Operador Municipal,2026-05-11 04:27:00,2026-05-11 06:48:00,
208,6,em_execucao,Operador Municipal,2026-05-11 04:08:00,,
209,3,concluido,Operador Municipal,2026-05-11 05:29:00,2026-05-11 07:31:00,
209,5,em_execucao,Operador Municipal,2026-05-11 05:06:00,,
209,6,em_execucao,Operador Municipal,2026-05-11 05:16:00,,
210,1,concluido,Operador Municipal,2026-05-11 05:20:00,2026-05-11 07:06:00,
210,2,pendente,Operador Municipal,,,Ação ainda não iniciada.
211,3,em_execucao,Operador Municipal,2026-05-11 06:19:00,,
211,5,em_execucao,Operador Municipal,2026-05-11 06:10:00,,
211,6,em_execucao,Operador Municipal,2026-05-11 06:12:00,,
212,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
212,3,em_execucao,Operador Municipal,2026-05-11 06:06:00,,
212,4,em_execucao,Operador Municipal,2026-05-11 06:25:00,,
213,3,concluido,Operador Municipal,2026-05-11 07:18:00,2026-05-11 08:22:00,
213,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
213,6,concluido,Operador Municipal,2026-05-11 07:15:00,2026-05-11 09:36:00,
214,3,concluido,Operador Municipal,2026-05-11 07:26:00,2026-05-11 09:01:00,
214,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
214,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
215,3,em_execucao,Operador Municipal,2026-05-11 08:17:00,,
215,5,em_execucao,Operador Municipal,2026-05-11 08:21:00,,
215,6,concluido,Operador Municipal,2026-05-11 08:29:00,2026-05-11 09:21:00,
216,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
216,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
216,4,em_execucao,Operador Municipal,2026-05-11 08:15:00,,
217,3,em_execucao,Operador Municipal,2026-05-11 08:25:00,,
217,5,concluido,Operador Municipal,2026-05-11 08:08:00,2026-05-11 10:02:00,
217,6,em_execucao,Operador Municipal,2026-05-11 08:08:00,,
218,3,em_execucao,Operador Municipal,2026-05-11 09:18:00,,
218,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
218,6,em_execucao,Operador Municipal,2026-05-11 09:14:00,,
219,3,em_execucao,Operador Municipal,2026-05-11 09:27:00,,
219,5,concluido,Operador Municipal,2026-05-11 09:11:00,2026-05-11 11:47:00,
219,6,concluido,Operador Municipal,2026-05-11 09:20:00,2026-05-11 10:31:00,
220,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
