idalerta,idnivel_alerta,idarea_risco,idinfraestrutura_urbana,data_alerta,descricao,score_risco,estado
133,2,1,3,2026-05-10 02:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 57.76%. Precipitação acumulada 6h: 21.09 mm. Precipitação prevista 1h: 13.10 mm.,35.59,registado
134,3,3,7,2026-05-10 02:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 45.58%. Precipitação acumulada 6h: 19.16 mm. Precipitação prevista 1h: 26.37 mm.,32.85,ativo
135,2,4,10,2026-05-10 02:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 30.07%. Precipitação acumulada 6h: 11.20 mm. Precipitação prevista 1h: 10.86 mm.,19.61,registado
136,2,1,3,2026-05-10 03:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 58.11%. Precipitação acumulada 6h: 21.53 mm. Precipitação prevista 1h: 14.68 mm.,36.28,registado
137,3,4,12,2026-05-10 03:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 36.76%. Precipitação acumulada 6h: 10.01 mm. Precipitação prevista 1h: 23.06 mm.,25.31,ativo
138,2,1,3,2026-05-10 04:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 60.79%. Precipitação acumulada 6h: 18.08 mm. Precipitação prevista 1h: 15.51 mm.,36.66,registado
139,3,2,5,2026-05-10 04:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 71.22%. Precipitação acumulada 6h: 43.78 mm. Precipitação prevista 1h: 30.64 mm.,52.84,ativo
140,3,2,5,2026-05-10 05:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 72.30%. Precipitação acumulada 6h: 43.91 mm. Precipitação prevista 1h: 11.16 mm.,48.5,ativo
141,2,3,9,2026-05-10 05:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 47.68%. Precipitação acumulada 6h: 21.65 mm. Precipitação prevista 1h: 12.37 mm.,31.04,registado
142,3,2,6,2026-05-10 06:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 71.12%. Precipitação acumulada 6h: 44.62 mm. Precipitação prevista 1h: 8.39 mm.,47.49,ativo
143,3,4,12,2026-05-10 06:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 34.31%. Precipitação acumulada 6h: 11.12 mm. Precipitação prevista 1h: 21.88 mm.,24.25,ativo
144,4,1,2,2026-05-10 07:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 73.47%. Precipitação acumulada 6h: 52.59 mm. Precipitação prevista 1h: 47.28 mm.,60.66,ativo
145,3,2,6,2026-05-10 07:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 72.11%. Precipitação acumulada 6h: 43.73 mm. Precipitação prevista 1h: 7.18 mm.,47.36,ativo
146,3,3,9,2026-05-10 07:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 51.12%. Precipitação acumulada 6h: 22.38 mm. Precipitação prevista 1h: 29.34 mm.,37.05,ativo
147,1,4,12,2026-05-10 07:00:00,Alerta Verde na área Zona Industrial. Nível máximo de água: 40.99%. Precipitação acumulada 6h: 11.35 mm. Precipitação prevista 1h: 0.00 mm.,21.85,registado
148,3,1,2,2026-05-10 08:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 84.59%. Precipitação acumulada 6h: 57.33 mm. Precipitação prevista 1h: 5.45 mm.,56.63,ativo
149,3,2,5,2026-05-10 08:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 68.66%. Precipitação acumulada 6h: 42.67 mm. Precipitação prevista 1h: 0.00 mm.,43.7,ativo
150,2,4,12,2026-05-10 08:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 43.56%. Precipitação acumulada 6h: 24.96 mm. Precipitação prevista 1h: 15.07 mm.,30.86,registado
151,3,1,2,2026-05-10 09:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 87.43%. Precipitação acumulada 6h: 59.98 mm. Precipitação prevista 1h: 20.19 mm.,62.39,ativo
152,3,2,4,2026-05-10 09:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 73.46%. Precipitação acumulada 6h: 42.07 mm. Precipitação prevista 1h: 12.35 mm.,48.77,ativo
153,1,3,8,2026-05-10 09:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 50.35%. Precipitação acumulada 6h: 21.90 mm. Precipitação prevista 1h: 4.84 mm.,30.44,registado
154,2,4,12,2026-05-10 09:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 50.67%. Precipitação acumulada 6h: 25.28 mm. Precipitação prevista 1h: 16.87 mm.,34.6,registado
155,4,1,1,2026-05-10 10:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 83.93%. Precipitação acumulada 6h: 61.07 mm. Precipitação prevista 1h: 0.00 mm.,56.09,ativo
156,2,2,4,2026-05-10 10:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 50.76%. Precipitação acumulada 6h: 15.94 mm. Precipitação prevista 1h: 17.46 mm.,31.99,registado
157,2,3,8,2026-05-10 10:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 52.46%. Precipitação acumulada 6h: 20.41 mm. Precipitação prevista 1h: 11.15 mm.,32.52,registado
158,2,4,11,2026-05-10 10:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 47.40%. Precipitação acumulada 6h: 26.01 mm. Precipitação prevista 1h: 10.59 mm.,31.78,registado
159,4,1,1,2026-05-10 11:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 86.90%. Precipitação acumulada 6h: 61.35 mm. Precipitação prevista 1h: 22.72 mm.,63.19,ativo
160,2,2,4,2026-05-10 11:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 51.97%. Precipitação acumulada 6h: 17.83 mm. Precipitação prevista 1h: 10.55 mm.,31.37,registado
161,1,3,7,2026-05-10 11:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 42.51%. Precipitação acumulada 6h: 16.35 mm. Precipitação prevista 1h: 3.05 mm.,24.8,registado
162,2,4,12,2026-05-10 11:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 49.68%. Precipitação acumulada 6h: 25.93 mm. Precipitação prevista 1h: 17.40 mm.,34.49,registado
163,4,1,2,2026-05-10 12:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 93.32%. Precipitação acumulada 6h: 61.15 mm. Precipitação prevista 1h: 7.11 mm.,62.12,ativo
164,2,3,7,2026-05-10 12:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 46.85%. Precipitação acumulada 6h: 18.94 mm. Precipitação prevista 1h: 19.24 mm.,31.57,registado
165,2,4,11,2026-05-10 12:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 52.36%. Precipitação acumulada 6h: 28.14 mm. Precipitação prevista 1h: 14.57 mm.,35.65,registado
166,2,2,4,2026-05-10 13:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 54.32%. Precipitação acumulada 6h: 17.57 mm. Precipitação prevista 1h: 12.08 mm.,32.74,registado
167,2,1,3,2026-05-10 14:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 52.23%. Precipitação acumulada 6h: 21.87 mm. Precipitação prevista 1h: 18.02 mm.,34.57,registado
168,3,1,1,2026-05-10 15:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 73.33%. Precipitação acumulada 6h: 43.87 mm. Precipitação prevista 1h: 24.71 mm.,52.34,ativo
169,3,2,6,2026-05-10 15:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 52.71%. Precipitação acumulada 6h: 22.84 mm. Precipitação prevista 1h: 25.90 mm.,37.05,ativo
170,3,3,9,2026-05-10 15:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 47.76%. Precipitação acumulada 6h: 17.10 mm. Precipitação prevista 1h: 27.62 mm.,33.53,ativo
171,3,4,10,2026-05-10 15:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 61.34%. Precipitação acumulada 6h: 43.75 mm. Precipitação prevista 1h: 36.85 mm.,49.94,ativo
172,3,1,3,2026-05-10 16:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 76.87%. Precipitação acumulada 6h: 45.06 mm. Precipitação prevista 1h: 13.95 mm.,51.6,ativo
173,3,4,11,2026-05-10 16:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 63.05%. Precipitação acumulada 6h: 42.10 mm. Precipitação prevista 1h: 16.31 mm.,45.08,ativo
174,3,1,2,2026-05-10 17:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 79.49%. Precipitação acumulada 6h: 46.25 mm. Precipitação prevista 1h: 11.29 mm.,52.47,ativo
175,2,2,4,2026-05-10 17:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 50.72%. Precipitação acumulada 6h: 21.09 mm. Precipitação prevista 1h: 17.81 mm.,33.6,registado
176,2,4,10,2026-05-10 17:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 66.96%. Precipitação acumulada 6h: 40.83 mm. Precipitação prevista 1h: 0.00 mm.,42.38,registado
177,3,1,2,2026-05-10 18:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 79.88%. Precipitação acumulada 6h: 44.25 mm. Precipitação prevista 1h: 14.03 mm.,52.73,ativo
178,2,3,9,2026-05-10 18:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 50.05%. Precipitação acumulada 6h: 16.11 mm. Precipitação prevista 1h: 14.03 mm.,30.86,registado
179,3,4,10,2026-05-10 18:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 63.48%. Precipitação acumulada 6h: 41.33 mm. Precipitação prevista 1h: 0.00 mm.,40.97,ativo
180,3,1,1,2026-05-10 19:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.53%. Precipitação acumulada 6h: 46.51 mm. Precipitação prevista 1h: 29.59 mm.,57.59,ativo
181,3,4,11,2026-05-10 19:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 61.45%. Precipitação acumulada 6h: 41.88 mm. Precipitação prevista 1h: 0.00 mm.,40.22,ativo
182,3,1,1,2026-05-10 20:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 77.07%. Precipitação acumulada 6h: 45.53 mm. Precipitação prevista 1h: 11.48 mm.,51.21,ativo
183,4,2,6,2026-05-10 20:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.49%. Precipitação acumulada 6h: 81.58 mm. Precipitação prevista 1h: 59.26 mm.,81.79,ativo
184,3,4,11,2026-05-10 20:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 65.37%. Precipitação acumulada 6h: 45.73 mm. Precipitação prevista 1h: 5.28 mm.,44.46,ativo
185,4,2,4,2026-05-10 21:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 81.12 mm. Precipitação prevista 1h: 10.81 mm.,71.7,ativo
186,2,3,7,2026-05-10 21:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 45.04%. Precipitação acumulada 6h: 19.33 mm. Precipitação prevista 1h: 10.21 mm.,28.62,registado
187,3,4,11,2026-05-10 21:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 40.83%. Precipitação acumulada 6h: 13.24 mm. Precipitação prevista 1h: 28.15 mm.,29.38,ativo
188,3,1,3,2026-05-10 22:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 69.82%. Precipitação acumulada 6h: 41.96 mm. Precipitação prevista 1h: 29.05 mm.,51.27,ativo
189,4,2,4,2026-05-10 22:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 83.74 mm. Precipitação prevista 1h: 10.34 mm.,71.58,ativo
190,2,3,7,2026-05-10 22:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 47.75%. Precipitação acumulada 6h: 16.85 mm. Precipitação prevista 1h: 10.52 mm.,29.17,registado
191,2,4,12,2026-05-10 22:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 38.68%. Precipitação acumulada 6h: 13.74 mm. Precipitação prevista 1h: 16.73 mm.,25.71,registado
192,2,1,3,2026-05-10 23:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 66.93%. Precipitação acumulada 6h: 38.78 mm. Precipitação prevista 1h: 1.84 mm.,42.21,registado
193,4,2,6,2026-05-10 23:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 98.94%. Precipitação acumulada 6h: 80.45 mm. Precipitação prevista 1h: 14.05 mm.,72.04,ativo
194,3,3,9,2026-05-10 23:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 72.39%. Precipitação acumulada 6h: 51.70 mm. Precipitação prevista 1h: 26.53 mm.,54.72,ativo
195,2,1,1,2026-05-11 00:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 66.16%. Precipitação acumulada 6h: 38.40 mm. Precipitação prevista 1h: 9.97 mm.,43.78,registado
196,4,2,5,2026-05-11 00:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.35 mm. Precipitação prevista 1h: 0.56 mm.,68.94,ativo
197,3,3,9,2026-05-11 00:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 75.19%. Precipitação acumulada 6h: 52.37 mm. Precipitação prevista 1h: 17.44 mm.,53.91,ativo
198,2,4,12,2026-05-11 00:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 39.09%. Precipitação acumulada 6h: 13.75 mm. Precipitação prevista 1h: 15.72 mm.,25.65,registado
199,3,1,1,2026-05-11 01:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 75.18%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 0.00 mm.,45.84,ativo
200,4,2,4,2026-05-11 01:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 81.78 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
201,3,3,8,2026-05-11 01:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.62%. Precipitação acumulada 6h: 54.42 mm. Precipitação prevista 1h: 12.35 mm.,52.54,ativo
202,2,1,2,2026-05-11 02:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.08%. Precipitação acumulada 6h: 39.91 mm. Precipitação prevista 1h: 0.00 mm.,42.16,registado
203,3,3,8,2026-05-11 02:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 78.04%. Precipitação acumulada 6h: 55.55 mm. Precipitação prevista 1h: 5.64 mm.,53.19,ativo
204,3,1,2,2026-05-11 03:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 70.78%. Precipitação acumulada 6h: 41.46 mm. Precipitação prevista 1h: 6.72 mm.,45.97,ativo
205,3,3,8,2026-05-11 03:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 81.09%. Precipitação acumulada 6h: 49.93 mm. Precipitação prevista 1h: 15.06 mm.,55.23,ativo
206,3,1,1,2026-05-11 04:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 75.43%. Precipitação acumulada 6h: 42.20 mm. Precipitação prevista 1h: 19.38 mm.,51.45,ativo
207,2,2,4,2026-05-11 04:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 48.59%. Precipitação acumulada 6h: 21.05 mm. Precipitação prevista 1h: 10.31 mm.,30.76,registado
208,3,3,7,2026-05-11 04:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 75.68%. Precipitação acumulada 6h: 51.00 mm. Precipitação prevista 1h: 21.16 mm.,54.65,ativo
209,3,1,1,2026-05-11 05:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 77.13%. Precipitação acumulada 6h: 43.56 mm. Precipitação prevista 1h: 12.03 mm.,50.78,ativo
210,1,2,6,2026-05-11 05:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 55.99%. Precipitação acumulada 6h: 24.16 mm. Precipitação prevista 1h: 0.00 mm.,32.44,registado
211,3,1,3,2026-05-11 06:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.00%. Precipitação acumulada 6h: 44.08 mm. Precipitação prevista 1h: 21.05 mm.,54.49,ativo
212,2,3,8,2026-05-11 06:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 55.56%. Precipitação acumulada 6h: 22.82 mm. Precipitação prevista 1h: 13.19 mm.,35.15,registado
213,3,1,2,2026-05-11 07:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 74.00%. Precipitação acumulada 6h: 42.83 mm. Precipitação prevista 1h: 7.06 mm.,47.91,ativo
214,3,3,9,2026-05-11 07:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 57.75%. Precipitação acumulada 6h: 23.82 mm. Precipitação prevista 1h: 22.86 mm.,38.85,ativo
215,3,1,3,2026-05-11 08:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 73.74%. Precipitação acumulada 6h: 44.50 mm. Precipitação prevista 1h: 4.53 mm.,47.67,ativo
216,2,2,5,2026-05-11 08:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 54.81%. Precipitação acumulada 6h: 25.37 mm. Precipitação prevista 1h: 11.08 mm.,35.05,registado
217,3,4,12,2026-05-11 08:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 39.49%. Precipitação acumulada 6h: 21.19 mm. Precipitação prevista 1h: 37.18 mm.,33.42,ativo
218,3,1,1,2026-05-11 09:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 72.48%. Precipitação acumulada 6h: 42.05 mm. Precipitação prevista 1h: 0.00 mm.,45.23,ativo
219,3,2,4,2026-05-11 09:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 62.71%. Precipitação acumulada 6h: 36.24 mm. Precipitação prevista 1h: 22.61 mm.,44.74,ativo
220,1,3,7,2026-05-11 09:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 51.71%. Precipitação acumulada 6h: 25.74 mm. Precipitação prevista 1h: 6.75 mm.,32.68,registado
221,2,4,10,2026-05-11 09:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 47.37%. Precipitação acumulada 6h: 22.70 mm. Precipitação prevista 1h: 14.56 mm.,31.77,registado
222,2,1,1,2026-05-11 10:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 51.77%. Precipitação acumulada 6h: 16.29 mm. Precipitação prevista 1h: 16.86 mm.,32.4,registado
223,3,2,5,2026-05-11 10:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 64.03%. Precipitação acumulada 6h: 36.70 mm. Precipitação prevista 1h: 11.45 mm.,42.69,ativo
224,2,3,8,2026-05-11 10:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 52.03%. Precipitação acumulada 6h: 27.06 mm. Precipitação prevista 1h: 10.23 mm.,34.09,registado
225,2,2,4,2026-05-11 11:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 66.45%. Precipitação acumulada 6h: 36.12 mm. Precipitação prevista 1h: 7.60 mm.,42.64,registado
226,2,3,7,2026-05-11 11:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 52.79%. Precipitação acumulada 6h: 26.80 mm. Precipitação prevista 1h: 16.75 mm.,35.98,registado
227,2,1,2,2026-05-11 12:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 50.05%. Precipitação acumulada 6h: 20.34 mm. Precipitação prevista 1h: 10.62 mm.,31.28,registado
228,3,2,4,2026-05-11 12:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 64.13%. Precipitação acumulada 6h: 37.91 mm. Precipitação prevista 1h: 17.62 mm.,44.64,ativo
229,2,4,11,2026-05-11 12:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 39.50%. Precipitação acumulada 6h: 20.72 mm. Precipitação prevista 1h: 12.53 mm.,27.12,registado
230,2,2,6,2026-05-11 13:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 65.87%. Precipitação acumulada 6h: 38.06 mm. Precipitação prevista 1h: 0.00 mm.,41.06,registado
231,2,3,8,2026-05-11 13:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 50.42%. Precipitação acumulada 6h: 27.69 mm. Precipitação prevista 1h: 12.91 mm.,34.22,registado
232,2,4,11,2026-05-11 13:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 43.33%. Precipitação acumulada 6h: 21.21 mm. Precipitação prevista 1h: 13.77 mm.,29.3,registado
